"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"492",522,522,522,522,566,1219,2023-10-24,"Just judging from this and the comments on my own Facebook posts it looks like the Giant Wall Of Text is an extremely popular tool among Zionists","zionist","scraped_tweets_zionist_71872.json","Just judging from this and the comments on my own Facebook posts it looks like the Giant Wall Of Text is an extremely popular tool among <mask>",-10.2266356897212,-8.9111084515074,-4.00384200339586,-6.84747428783082,-2.84363228443495,TRUE,TRUE,TRUE,-5.8181562288284,-4.79957273433945,-8.28251868671107,-8.82208970354043
"493",523,523,523,523,567,1221,2023-10-24,"Can't defend yourself if your attacker is of another race, otherwise you're racist.

Can't fight back when the Zionists are killing you, or you're antisemitic.","zionist","scraped_tweets_zionist_71872.json","Can't defend yourself if your attacker is of another race, otherwise you're racist.

Can't fight back when the <mask> are killing you, or you're antisemitic.",-2.75768297664043,-4.54629911616805,0.360967331943487,0.621478425249954,0.260511093306467,TRUE,TRUE,FALSE,-4.24093216758749,-6.69479481473622,-6.44961389860567,-4.10251246969684
"494",524,524,524,524,568,1222,2023-10-24,"They are in disbelief that no decent person believes their zionist propaganda. Also, please take a look at their eyes they must of been crying out of frustration in the air after 75 years of propaganda finally being exposed #oppressionexposed","zionist","scraped_tweets_zionist_71872.json","They are in disbelief that no decent person believes their <mask> propaganda. Also, please take a look at their eyes they must of been crying out of frustration in the air after 75 years of propaganda finally being exposed #oppressionexposed",-9.24013982179599,-9.29450696295465,-4.38724051484311,-5.86097841990561,-1.47373790506249,TRUE,FALSE,FALSE,-9.79188624068821,-9.26140098379118,-10.3158633858362,-9.9290105235347
"495",525,525,525,525,569,1223,2023-10-24,"Zionist colonisers are also ""incompatible"" with the freedom of Palestinians but she won't mention that of course","zionist","scraped_tweets_zionist_71872.json","<mask> colonisers are also ""incompatible"" with the freedom of Palestinians but she won't mention that of course",-4.08655073379336,-1.36190478374848,3.54536166436306,-0.707389331902976,-4.25275099626603,FALSE,FALSE,FALSE,-6.27582424112803,-4.44048090210888,-9.6852680852411,-7.24054003290259
"496",526,526,526,526,570,1224,2023-10-24,"Middle class white Zionists from New York are obviously the most oppressed people. How brave of him.","zionist","scraped_tweets_zionist_71872.json","Middle class white <mask> from New York are obviously the most oppressed people. How brave of him.",-9.09059180281066,-11.8572195516116,-6.94995310350006,-5.71143040092028,1.23852270257979,TRUE,FALSE,FALSE,-9.01960248370226,-5.10130712405374,-5.16389031384183,-8.56317938536262
"497",527,527,527,527,571,1228,2023-10-24,"Bob the slob is so desperate to project the catastrophe of apostasy hitting his cult onto Islam.

These apostate scumbags supporting the terrorist zionist regime are fuel for the fire, as will you and all the crackpot crosstians.","zionist","scraped_tweets_zionist_71872.json","Bob the slob is so desperate to project the catastrophe of apostasy hitting his cult onto Islam.

These apostate scumbags supporting the terrorist <mask> regime are fuel for the fire, as will you and all the crackpot crosstians.",-6.99949380144514,-5.33287005707922,-0.425603608967683,-3.62033239955476,-3.19472879058707,TRUE,FALSE,FALSE,-2.87629441995918,-6.59936440947356,-9.6465263177296,-11.160541796329
"498",528,528,528,528,572,1229,2023-10-24,"Both sides have done terrible things. 

But the Zionists have done much much worse than anything Hamas has done, and they were doing it for decades before Hamas even existed.","zionist","scraped_tweets_zionist_71872.json","Both sides have done terrible things. 

But the <mask> have done much much worse than anything Hamas has done, and they were doing it for decades before Hamas even existed.",-7.38172509270779,-1.2737493538822,3.63351709422934,-4.00256369081741,-7.63608078504674,FALSE,FALSE,FALSE,-6.95280378736824,-7.47545792600385,-9.3531440621649,-11.3004896825181
"499",529,529,529,529,573,1230,2023-10-24,"You are a hero Jackson thank you for the truth than you for exposing zionist propaganda!!!","zionist","scraped_tweets_zionist_71872.json","You are a hero Jackson thank you for the truth than you for exposing <mask> propaganda!!!",-8.55666682462338,-7.86026577100638,-2.95299932289484,-5.177505422733,-2.22450609983815,TRUE,FALSE,FALSE,-8.27595764420738,-6.00401348141407,-10.0170305106249,-10.4729936194437
"500",530,530,530,530,574,1231,2023-10-24,"My apologies 
I hate the fact that Zionist Israel is being used and financed by the Irish led USA Nazi Regime,","zionist","scraped_tweets_zionist_71872.json","My apologies 
I hate the fact that <mask> Israel is being used and financed by the Irish led USA Nazi Regime,",-4.4116103303601,-7.04654839554708,-2.13928194743554,-1.03244892846972,1.10683301896583,FALSE,FALSE,FALSE,-5.71656277406315,-5.24945022949026,-8.67630388889143,-7.06919827491753
"501",532,532,532,532,576,1236,2023-10-24,"Cafe Gummo were recently threatened by a gang of knife-wielding neo-Nazis.

Cafe Gummo go broke trying to provide a rad space for Melbourne activism. Cafe Gummo makes space for plenty of activists with good politics -  including anti-fascists, anti-racists and yes, anti-Zionists.","zionist","scraped_tweets_zionist_71872.json","Cafe Gummo were recently threatened by a gang of knife-wielding neo-Nazis.

Cafe Gummo go broke trying to provide a rad space for Melbourne activism. Cafe Gummo makes space for plenty of activists with good politics -  including anti-fascists, anti-racists and yes, anti-<mask>.",-7.56835023613933,-8.15634943958684,-3.2490829914753,-4.18918883424895,-0.940105842773643,TRUE,TRUE,FALSE,-5.5730040293618,-5.53699617119708,-6.2009828003852,-5.73745341076164
"502",533,533,533,533,577,1237,2023-10-24,"Rep. Ritchie Torres who doesn’t ‘scare easily’ avoided showing up at the rally at his office & set up a counter protest at SAR academy, a zionist backed Charter school in Riverdale, the wealthiest area in the Bronx. 

“Ritchie ritchie you’re not scared! Why are you in Riverdale?”","zionist","scraped_tweets_zionist_71872.json","Rep. Ritchie Torres who doesn’t ‘scare easily’ avoided showing up at the rally at his office & set up a counter protest at SAR academy, a <mask> backed Charter school in Riverdale, the wealthiest area in the Bronx. 

“Ritchie ritchie you’re not scared! Why are you in Riverdale?”",-5.82356218773322,-10.8807625193975,-5.97349607128596,-2.44440078584284,3.52909528544313,TRUE,TRUE,FALSE,-7.38772778561078,-8.34802651847126,-9.48700705097527,-5.07033883054778
"503",534,534,534,534,578,1240,2023-10-24,"Show Gummo some love! Ignore this conservative Zionist who does endless Herald Sun spots cheerleading for yet more laws. You'd think someone like this just loves state oppression, deep down; his stance on legitimate protest against the oppression of Palestinians would suggest so.","zionist","scraped_tweets_zionist_71872.json","Show Gummo some love! Ignore this conservative <mask> who does endless Herald Sun spots cheerleading for yet more laws. You'd think someone like this just loves state oppression, deep down; his stance on legitimate protest against the oppression of Palestinians would suggest so.",-6.0751846054038,-10.1767357218058,-5.26946927369426,-2.69602320351342,2.57344607018085,FALSE,FALSE,FALSE,-8.2030402990015,-9.3116129561705,-9.11993992906893,-11.3980599594377
"504",536,536,536,536,581,1247,2023-10-25,"and it’s very clear just by one look at her profile that she is vocally anti-zionist and has been for years so i do believe that is where is truly stands. this whole situation is very odd but idk","zionist","scraped_tweets_zionist_87626.json","and it’s very clear just by one look at her profile that she is vocally anti-<mask> and has been for years so i do believe that is where is truly stands. this whole situation is very odd but idk",-7.30827961724793,-7.10331993166233,-2.19605348355079,-3.92911821535755,-1.73306473180675,TRUE,TRUE,TRUE,-4.20930729314607,-3.44704571466695,-4.51557260499778,-3.76139885173801
"505",537,537,537,537,582,1248,2023-10-25,"I think they would call me a Zionist lib because I don’t think pogroms are revolutionary","zionist","scraped_tweets_zionist_87626.json","I think they would call me a <mask> lib because I don’t think pogroms are revolutionary",-5.2464480418594,-10.6379600726373,-5.73069362452576,-1.86728663996902,3.86340698455675,TRUE,TRUE,TRUE,-8.57626907753454,-11.4856726161501,-7.42858423214963,-7.16032145023277
"506",538,538,538,538,583,1251,2023-10-25,"Has someone done a comparative study of icarian, fourrierist and early zionist 'socialist' colonization?","zionist","scraped_tweets_zionist_87626.json","Has someone done a comparative study of icarian, fourrierist and early <mask> 'socialist' colonization?",-10.1274533774487,-9.24375923037291,-4.33649278226137,-6.74829197555832,-2.41179919329694,TRUE,FALSE,FALSE,-9.99273944822092,-5.75900442532898,-12.0372230933842,-8.76674648160524
"507",539,539,539,539,584,1254,2023-10-25,"It's not any 1 country that's the problem! 

It's the few Zionist Elites that pull strings in the US, Europe, Israel.","zionist","scraped_tweets_zionist_87626.json","It's not any 1 country that's the problem! 

It's the few <mask> Elites that pull strings in the US, Europe, Israel.",-5.19932298647571,-4.93386288074832,-0.0265964326367829,-1.82016158458533,-1.79356515194854,FALSE,FALSE,FALSE,-4.87763743165349,-3.46082025003963,-9.57700008374498,-6.17535951042054
"508",540,540,540,540,586,1256,2023-10-25,"#Hamas did not start the #IsraelHamasWar #Israel did.
Here’s a simple guide to break down one of the world’s longest-running conflicts and it starts with the British giving #Zionist movement a country where 90% of the population are #Palestinians #auspol","zionist","scraped_tweets_zionist_87626.json","#Hamas did not start the #IsraelHamasWar #Israel did.
Here’s a simple guide to break down one of the world’s longest-running conflicts and it starts with the British giving #<mask> movement a country where 90% of the population are #Palestinians #auspol",-6.84109351328875,-7.4384925230768,-2.53122607496526,-3.46193211139837,-0.930706036433103,FALSE,FALSE,FALSE,-6.74527864313382,-10.2833369763748,-11.2509010707348,-10.2216998308458
"509",541,541,541,541,587,1259,2023-10-25,"A *ceasefire* implies two sides are firing.
As it stands, it seems only the Zionists are firing.
Why don’t concerned *world leaders* tell Israel to stop firing, bombing and rocketing Gaza?","zionist","scraped_tweets_zionist_87626.json","A *ceasefire* implies two sides are firing.
As it stands, it seems only the <mask> are firing.
Why don’t concerned *world leaders* tell Israel to stop firing, bombing and rocketing Gaza?",-6.62501975287688,-1.94060272588812,2.96666372222342,-3.2458583509865,-6.21252207320991,FALSE,FALSE,FALSE,-5.5192964924545,-5.60220544484864,-8.04830106174823,-8.13822899968559
"510",542,542,542,542,588,1261,2023-10-25,"I love how liie half of the comments about ""zionists"" are just blatant antisemitism","zionist","scraped_tweets_zionist_87626.json","I love how liie half of the comments about ""<mask>"" are just blatant antisemitism",-3.7525979926713,-6.8822474051927,-1.97498095708116,-0.373436590780916,1.60154436630025,TRUE,TRUE,FALSE,-4.34705616338812,-8.31376897244493,-6.62348400093263,-7.25026699551252
"511",544,544,544,544,590,1263,2023-10-25,"He told the truth about the conflict. Simple. Everyone but the most rabid zionist (perhaps some of them too) knows it’s true. Israel is a state founded on ethnic cleansing.","zionist","scraped_tweets_zionist_87626.json","He told the truth about the conflict. Simple. Everyone but the most rabid <mask> (perhaps some of them too) knows it’s true. Israel is a state founded on ethnic cleansing.",-5.12360001772796,-4.27772507173532,0.629541376376217,-1.74443861583758,-2.37397999221379,FALSE,FALSE,FALSE,-3.35843733784162,-5.13501208978851,-8.56520807892267,-7.66653056085075
"512",545,545,545,545,591,1264,2023-10-25,"I've been seeing that a ton of those bot accounts have just added the zionist element.","zionist","scraped_tweets_zionist_87626.json","I've been seeing that a ton of those bot accounts have just added the <mask> element.",-9.80721270765541,-10.37034066508,-5.46307421696846,-6.42805130576503,-0.964977088796562,TRUE,TRUE,TRUE,-11.3971773858316,-8.29839444059555,-8.82316143885125,-7.93026374393518
"513",546,546,546,546,593,1269,2023-10-25,"He’s right. As Zionists engage in mass slaughter they play victim. It’s sickening","zionist","scraped_tweets_zionist_87626.json","He’s right. As <mask> engage in mass slaughter they play victim. It’s sickening",-7.52460146954356,-6.58626506120867,-1.67899861309713,-4.14544006765318,-2.46644145455604,TRUE,FALSE,FALSE,-2.70848744459458,-5.30023001136563,-8.58447736097663,-5.77936494024415
"514",547,547,547,547,594,1273,2023-10-25,"Sorry for everything you have been through . You’re in billions of thoughts and prayers if that is any consolation. I have  feeling the Zionists will pay for it soon inshallah.","zionist","scraped_tweets_zionist_87626.json","Sorry for everything you have been through . You’re in billions of thoughts and prayers if that is any consolation. I have  feeling the <mask> will pay for it soon inshallah.",-7.17177013074884,-7.27990674748428,-2.37264029937274,-3.79260872885846,-1.41996842948571,TRUE,FALSE,FALSE,-4.85784565925807,-6.59339605983054,-9.11249284019967,-10.5840023310439
"515",548,548,548,548,595,1275,2023-10-25,"This is pretty funny considering the economic views of many Zionists historically","zionist","scraped_tweets_zionist_87626.json","This is pretty funny considering the economic views of many <mask> historically",-7.37597006386646,-6.67275238802091,-1.76548593990937,-3.99680866197608,-2.2313227220667,TRUE,TRUE,TRUE,-5.75010530457313,-2.17256493101911,-9.57150923259132,-5.04446683511687
"516",549,549,549,549,596,1276,2023-10-25,"For so Biden loves the Zionists that he gives them billion$ from our pocket to help them slaughter thousands of children.

Unforgivable.","zionist","scraped_tweets_zionist_87626.json","For so Biden loves the <mask> that he gives them billion$ from our pocket to help them slaughter thousands of children.

Unforgivable.",-3.86627741032206,-6.54856365903391,-1.64129721092237,-0.487116008431676,1.1541812024907,TRUE,FALSE,FALSE,-3.14835398221526,-4.52345422573691,-5.39856295974483,-5.44264588869715
"517",550,550,550,550,597,1277,2023-10-25,"I can feel a false flag in the air that the US will blame on Hamas, Iran and lead to the demonization of Palestinians. I hope I am wrong. But the world isn't believing the Zionist lies so I suspect they will do something drastic.","zionist","scraped_tweets_zionist_87626.json","I can feel a false flag in the air that the US will blame on Hamas, Iran and lead to the demonization of Palestinians. I hope I am wrong. But the world isn't believing the <mask> lies so I suspect they will do something drastic.",-7.887380272522,-4.91617442313081,-0.0089079750192731,-4.50821887063162,-4.49931089561234,FALSE,FALSE,FALSE,-7.5143085001942,-3.08652104605829,-13.2245142031282,-9.4467372322456
"518",551,551,551,551,598,1279,2023-10-25,"Zionist militias like the Irgun and Lehi massacred hundreds and hundreds of innocent Arabs between the 1931's and 1948. And then there's the whole matter of, you know, the extended ethnic cleansing that took place afterwards.","zionist","scraped_tweets_zionist_87626.json","<mask> militias like the Irgun and Lehi massacred hundreds and hundreds of innocent Arabs between the 1931's and 1948. And then there's the whole matter of, you know, the extended ethnic cleansing that took place afterwards.",-4.98425134942571,-3.00299794648151,1.90426850163003,-1.60508994753533,-3.50935844916535,FALSE,FALSE,FALSE,-3.67574016631051,-5.37824516244818,-11.6105558886462,-7.77973824348098
"519",552,552,552,552,599,1280,2023-10-25,"Insane how this is still the best place for live, important and diverse news about things like the situation in Gaza but every post is increasingly saturated with bot replies for OnlyFans accounts, crypto scams and Zionist disinfo.","zionist","scraped_tweets_zionist_87626.json","Insane how this is still the best place for live, important and diverse news about things like the situation in Gaza but every post is increasingly saturated with bot replies for OnlyFans accounts, crypto scams and <mask> disinfo.",-7.27657464283768,-6.74090038013842,-1.83363393202688,-3.8974132409473,-2.06377930892041,FALSE,FALSE,FALSE,-7.10371609704716,-8.1296998175302,-9.17413877822023,-8.89566234090087
"520",553,553,553,553,600,1286,2023-10-25,"i love nu students sm man the kids are gonna be alright  and the rest of that zionist ass institution are going to hell","zionist","scraped_tweets_zionist_87626.json","i love nu students sm man the kids are gonna be alright  and the rest of that <mask> ass institution are going to hell",-11.0527922515857,-14.9763881501579,-10.0691217020464,-7.67363084969532,2.39549085235105,TRUE,TRUE,TRUE,-10.7594947530342,-10.5257300949539,-4.55938108655219,-9.43697348565661
"521",554,554,554,554,601,1287,2023-10-25,"i’m genuinely so so disgusted right now? these are the people you zionists speak so highly of, saying they treat their hostages with respect?? do your research before you start saying BULLSHIT","zionist","scraped_tweets_zionist_87626.json","i’m genuinely so so disgusted right now? these are the people you <mask> speak so highly of, saying they treat their hostages with respect?? do your research before you start saying BULLSHIT",-10.3876390475706,-11.8412003806912,-6.93393393257966,-7.00847764568022,-0.0745437131005531,TRUE,FALSE,FALSE,-7.93546419020269,-5.35036397557102,-8.35129594496257,-10.0773360023972
"522",555,555,555,555,602,1288,2023-10-25,"Palestinian journalist films the moment an Zionist Airstrike kills him on live TV.

#Gazagenocide #IsraelPalestineWar #Hezbollah #Lebanon #PalestineUnderAttack #Hamas #Gaza","zionist","scraped_tweets_zionist_87626.json","Palestinian journalist films the moment an <mask> Airstrike kills him on live TV.

#Gazagenocide #IsraelPalestineWar #Hezbollah #Lebanon #PalestineUnderAttack #Hamas #Gaza",-15.7386502330009,-0.0172912898799803,4.88997515823156,-12.3594888311105,-17.2494639893421,FALSE,FALSE,FALSE,-16.8274955445663,-7.88444746555383,-21.2471784622697,-19.5104987983794
"523",557,557,557,557,604,1291,2023-10-25,"Grizzy: ""From the river to the sea, Palestine will be free.
And zionists are delicious.""","zionist","scraped_tweets_zionist_87626.json","Grizzy: ""From the river to the sea, Palestine will be free.
And <mask> are delicious.""",-8.11114389857695,-7.42263809644743,-2.51537164833589,-4.73198249668657,-2.21661084835067,FALSE,FALSE,FALSE,-4.92453916723323,-7.86485887510036,-8.66276598541313,-8.83217942435832
"524",559,559,559,559,606,1294,2023-10-25,"The boy and girl in this video, children of Al Jazeera journalist Wael Al Dahdouh, were killed today along with their mother, by Zionist shelling. 

They want to silence the voices screaming for help, even while they commit their massacres.","zionist","scraped_tweets_zionist_87626.json","The boy and girl in this video, children of Al Jazeera journalist Wael Al Dahdouh, were killed today along with their mother, by <mask> shelling. 

They want to silence the voices screaming for help, even while they commit their massacres.",-7.95102828443885,-2.62194847304619,2.28531797506535,-4.57186688254847,-6.85718485761381,FALSE,FALSE,FALSE,-6.46606551396608,-5.65076338381899,-10.7818459417925,-7.58805435526827
"525",560,560,560,560,607,1296,2023-10-25,"I’m convinced whoever is behind this account is actually anti-Zionist because it’s been pumping out the most embarrassing shit.","zionist","scraped_tweets_zionist_87626.json","I’m convinced whoever is behind this account is actually anti-<mask> because it’s been pumping out the most embarrassing shit.",-6.48084925074878,-7.05491270190787,-2.14764625379633,-3.1016878488584,-0.954041595062063,TRUE,TRUE,TRUE,-6.6524110811402,-4.13578859331875,-5.12856222269042,-6.07548935816674
"526",561,561,561,561,608,1299,2023-10-25,"All the Zionist “Christians” defend this garbage… imagine King David seeing this.","zionist","scraped_tweets_zionist_87626.json","All the <mask> “Christians” defend this garbage… imagine King David seeing this.",-9.47276670572263,-11.1915047630559,-6.28423831494436,-6.09360530383225,0.190633011112116,TRUE,TRUE,FALSE,-9.02567448786787,-10.1963360245999,-9.82198739984741,-7.85950272772242
"527",562,562,562,562,609,1301,2023-10-25,"Wow wow wow, the level of white privilege  that racist, white supremacist zionists enjoy to think they can get away with something like this. Wow wow wow!!!

#Gaza_Genocide #GazaUnderSiege #FreePalestine #StopArmingIsrael","zionist","scraped_tweets_zionist_87626.json","Wow wow wow, the level of white privilege  that racist, white supremacist <mask> enjoy to think they can get away with something like this. Wow wow wow!!!

#Gaza_Genocide #GazaUnderSiege #FreePalestine #StopArmingIsrael",-4.93989320105992,-6.57331267546699,-1.66604622735545,-1.56073179916954,0.105314428185917,FALSE,FALSE,FALSE,-4.6815327297568,-5.85628246685485,-8.47285625949417,-5.9646444866577
"528",563,563,563,563,610,1302,2023-10-25,"/lovelycrowley is a Zionist, and there’s a lot of people supporting them in their pro genocide posts. The GO fandom shouldn’t be a place for this. So just be safe everyone.","zionist","scraped_tweets_zionist_87626.json","/lovelycrowley is a <mask>, and there’s a lot of people supporting them in their pro genocide posts. The GO fandom shouldn’t be a place for this. So just be safe everyone.",-12.1176695610193,-16.4331695831417,-11.5259031350302,-8.73850815912892,2.78739497590125,TRUE,FALSE,FALSE,-7.10949472485023,-13.5827183349967,-8.1636162362079,-11.0641079723342
"529",564,564,564,564,611,1304,2023-10-25,"Bella Caio

Bella Caio

Bella Caio Caio Caio… 

Celtic won’t bow to Zionist influenced Uefa. Their answer is their version of the anti fascist anthem, Bella Caio","zionist","scraped_tweets_zionist_87626.json","Bella Caio

Bella Caio

Bella Caio Caio Caio… 

Celtic won’t bow to <mask> influenced Uefa. Their answer is their version of the anti fascist anthem, Bella Caio",-7.60125311646693,-8.68240064959193,-3.77513420148039,-4.22209171457655,-0.446957513096153,TRUE,TRUE,TRUE,-7.25843070061757,-8.48394643903584,-10.1027125431303,-9.10997040747558
"530",565,565,565,565,612,1306,2023-10-25,"calling palestinians ""horrible inhuman animals"" after you've relentlessly b0mbed them, wiped out completely families and  k!lled children... hell is hot and will be full of zionists","zionist","scraped_tweets_zionist_87626.json","calling palestinians ""horrible inhuman animals"" after you've relentlessly b0mbed them, wiped out completely families and  k!lled children... hell is hot and will be full of <mask>",-5.18951452713073,-9.80337448227902,-4.89610803416748,-1.81035312524035,3.08575490892714,FALSE,FALSE,FALSE,-5.05787158934526,-8.64719341575545,-4.88230259573781,-8.63531269464401
"531",566,566,566,566,613,1308,2023-10-25,"Horrific scenes#Gaza_Genocide 
While they were at work serving humanity, the Nazi Zionist army killed their family members by bombing their homes!

What is happening in #Gaza is a genocide unparalleled in contemporary history.

Dr.Muhammad Al-Ran, Head of the Surgery Department","zionist","scraped_tweets_zionist_87626.json","Horrific scenes#Gaza_Genocide 
While they were at work serving humanity, the Nazi <mask> army killed their family members by bombing their homes!

What is happening in #Gaza is a genocide unparalleled in contemporary history.

Dr.Muhammad Al-Ran, Head of the Surgery Department",-5.19800337475276,-3.54319314217519,1.36407330593635,-1.81884197286238,-3.18291527879872,FALSE,FALSE,FALSE,-8.2943356659518,-8.03838571117051,-13.8031402718336,-9.08473689900963
"532",568,568,568,568,615,1314,2023-10-26,"When taken to extremes any ideology is dangerous and in such cases ""God's chosen people"" isn't any different than ""the Master Race""

Protesting is still happening in Israel with 1000s in the streets wanting what they're calling ""Bibi's Zionist Regime"" gone!  No one talks about…","zionist","scraped_tweets_zionist_87626.json","When taken to extremes any ideology is dangerous and in such cases ""God's chosen people"" isn't any different than ""the Master Race""

Protesting is still happening in Israel with 1000s in the streets wanting what they're calling ""Bibi's <mask> Regime"" gone!  No one talks about…",-8.89789390462016,-11.6595425494956,-6.75227610138406,-5.51873250272978,1.23354359865429,FALSE,FALSE,FALSE,-8.1520680254165,-12.111591599269,-12.5315855700469,-10.7101192515214
"533",569,569,569,569,616,1317,2023-10-26,"They were banging on the walls with signs saying ""zionist hands off our campus"" be serious, man","zionist","scraped_tweets_zionist_87626.json","They were banging on the walls with signs saying ""<mask> hands off our campus"" be serious, man",-8.76800627008032,-10.1684694659604,-5.26120301784886,-5.38884486818994,-0.127641850341075,TRUE,TRUE,TRUE,-6.50343572396215,-8.13233714683046,-9.89425119035696,-7.77683647102013
"534",570,570,570,570,617,1318,2023-10-26,"Arabs are buying security systems, dealing with xenophobia, and scared for their relatives or holding that trauma of being called liars by the president. It’s completely inappropriate to ignore the crisis for Zionist donors.","zionist","scraped_tweets_zionist_87626.json","Arabs are buying security systems, dealing with xenophobia, and scared for their relatives or holding that trauma of being called liars by the president. It’s completely inappropriate to ignore the crisis for <mask> donors.",-6.24319663677303,-4.12886331825226,0.778403129859277,-2.86403523488265,-3.64243836474192,TRUE,FALSE,FALSE,-5.08263373412808,-4.32843659653998,-9.70938137922915,-7.10210240151331
"535",571,571,571,571,619,1321,2023-10-26,"First off it is a pro Palestinian people March to protest the murder of over 2000 children who are bombed from the Zionist apartied regime who have them lock in the largest concentration camp in the world know as Gaza","zionist","scraped_tweets_zionist_87626.json","First off it is a pro Palestinian people March to protest the murder of over 2000 children who are bombed from the <mask> apartied regime who have them lock in the largest concentration camp in the world know as Gaza",-11.8994141976853,-5.75390326748844,-0.846636819376902,-8.52025279579492,-7.67361597641801,FALSE,FALSE,FALSE,-9.62902443131011,-11.0976739982822,-12.2188475592894,-10.5909445899345
"536",572,572,572,572,620,1322,2023-10-26,"Here's my Zionist objection:

What the hell is a ""chicken burger [...] only the meat, no bread""?!?

A hamburger is a sandwich that includes, at the very least, a beef patty in a bun.

What you described does not, by any strech, fall under the definition of a ""burger"" of any kind.","zionist","scraped_tweets_zionist_87626.json","Here's my <mask> objection:

What the hell is a ""chicken burger [...] only the meat, no bread""?!?

A hamburger is a sandwich that includes, at the very least, a beef patty in a bun.

What you described does not, by any strech, fall under the definition of a ""burger"" of any kind.",-10.7853724066693,-12.4128929583356,-7.50562651022406,-7.40621100477892,0.0994155054451475,TRUE,TRUE,TRUE,-12.3450647403677,-7.41824961153031,-10.7726184914511,-11.639050376868
"537",573,573,573,573,621,1324,2023-10-26,"What’s going on in Lebanon and Syria not only showcases that many Zionist believe they’re owed more land than Palestine but that they’re backed by western gov officials because it means access to resources without civilian resistance. We’re witnessing modern day colonization","zionist","scraped_tweets_zionist_87626.json","What’s going on in Lebanon and Syria not only showcases that many <mask> believe they’re owed more land than Palestine but that they’re backed by western gov officials because it means access to resources without civilian resistance. We’re witnessing modern day colonization",-6.4606611422787,-2.1431793606175,2.76408708749404,-3.08149974038832,-5.84558682788235,FALSE,FALSE,FALSE,-3.64569992068244,-2.29487225528703,-10.3860641178464,-7.94326882833718
"538",574,574,574,574,623,1330,2023-10-26,"There was no state called Israel. This is the truth. Israel Zionist are belong to hell. Hell is the best place for you and all your tribe.","zionist","scraped_tweets_zionist_87626.json","There was no state called Israel. This is the truth. Israel <mask> are belong to hell. Hell is the best place for you and all your tribe.",-8.03295420904641,-10.6569223463996,-5.74965589828806,-4.65379280715603,1.09586309113204,FALSE,FALSE,FALSE,-6.61215164668196,-10.4323062084672,-11.1080129011976,-10.9288211073314
"539",575,575,575,575,624,1338,2023-10-26,"Did aipac take care of all his medical bills when he got his stroke or something? Even the republicans evangical zionists aren’t going this far","zionist","scraped_tweets_zionist_87626.json","Did aipac take care of all his medical bills when he got his stroke or something? Even the republicans evangical <mask> aren’t going this far",-9.78256824853377,-13.1557370034613,-8.24847055534976,-6.40340684664339,1.84506370870638,TRUE,TRUE,FALSE,-9.59775820175764,-6.33510103292522,-10.0265707633263,-9.38263877620554
"540",576,576,576,576,625,1340,2023-10-26,"Yikes. That’s an antisemitic stereotype and there’s tons of antisemitism. I also never said poor Zionists","zionist","scraped_tweets_zionist_87626.json","Yikes. That’s an antisemitic stereotype and there’s tons of antisemitism. I also never said poor <mask>",-3.87283103559509,-7.80183304494874,-2.8945665968372,-0.493669633704706,2.4008969631325,TRUE,TRUE,FALSE,-5.12354136747667,-5.8796101364102,-8.6884247947933,-6.29263980588053
"541",577,577,577,577,626,1341,2023-10-26,"Unfortunately, that appears to be the plan of the Zionist axis of evil (Israel, US, UK, France). It will be their undoing.","zionist","scraped_tweets_zionist_87626.json","Unfortunately, that appears to be the plan of the <mask> axis of evil (Israel, US, UK, France). It will be their undoing.",-4.46770760563074,-5.57838860989501,-0.671122161783473,-1.08854620374036,-0.417424041956883,FALSE,FALSE,FALSE,-5.55183390422455,-4.99818894797669,-10.3287396067158,-7.0944518026583
"542",578,578,578,578,627,1342,2023-10-26,"She should be kicked out the door, not alone for the sectarian apartheid state she represents , but also because she accused the president of Ireland  of spreading misinformation and being inflammatory towards the Zionist Sectarian State of Israel !","zionist","scraped_tweets_zionist_87626.json","She should be kicked out the door, not alone for the sectarian apartheid state she represents , but also because she accused the president of Ireland  of spreading misinformation and being inflammatory towards the <mask> Sectarian State of Israel !",-3.20191746251131,-4.49752441882264,0.409742029288897,0.177243939379074,-0.232498089909823,FALSE,FALSE,FALSE,-4.60825708684802,-4.80279553657975,-9.54546241500423,-8.43021492159072
"543",579,579,579,579,628,1347,2023-10-26,"All workers across the world must make a stand for the poor people of Palestine being terrorised by the  murderous violent hatred of the extreme race hatred of the Zionist Apartheid regime   
dana916
 MoAliDirector
 veryzenny
 MagsK4
 Laika66753508
 Mxv021
 Kh9syl","zionist","scraped_tweets_zionist_87626.json","All workers across the world must make a stand for the poor people of Palestine being terrorised by the  murderous violent hatred of the extreme race hatred of the <mask> Apartheid regime   
dana916
 MoAliDirector
 veryzenny
 MagsK4
 Laika66753508
 Mxv021
 Kh9syl",-5.2171244718195,-1.07104003140609,3.83622641670545,-1.83796306992912,-5.67418948663456,FALSE,FALSE,FALSE,-5.32762754960898,-6.15725969766582,-10.5801388011269,-6.8945711782591
