"","...1","...2","...3","...4","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff"
"712",712,712,776,1642,2023-10-30,"Zionists pulling the Holocaust Card to shame you into supporting their genocide in Gaza. 

Not going to work anymore, zionazis. #FreePalestine","zionist","scraped_tweets_zionist_45092.json","<mask> pulling the Holocaust Card to shame you into supporting their genocide in Gaza. 

Not going to work anymore, zionazis. #FreePalestine",-5.0097033572405,-3.60138942732035,1.30587702079119,-1.63054195535012,-2.9364189761413
"713",713,713,777,1645,2023-10-31,"They know what they’re doing, the murderers. They know exactly what they’re doing. 

And I don’t just mean the Zionists, I mean their enablers. They know what they’re doing.  They know Israel is a terrorist state, they know Israel is armed to the teeth, they know Israel is…","zionist","scraped_tweets_zionist_87691.json","They know what they’re doing, the murderers. They know exactly what they’re doing. 

And I don’t just mean the <mask>, I mean their enablers. They know what they’re doing.  They know Israel is a terrorist state, they know Israel is armed to the teeth, they know Israel is…",-6.54993857932712,-5.02165814076363,-0.114391692652092,-3.17077717743674,-3.05638548478464
"714",714,714,778,1651,2023-10-31,"nothing fills me with more rage than people that actively supports palestine promoting zionists works????","zionist","scraped_tweets_zionist_87691.json","nothing fills me with more rage than people that actively supports palestine promoting <mask> works????",-7.77032660866237,-6.98621236876696,-2.07894592065542,-4.39116520677199,-2.31221928611656
"715",715,715,779,1653,2023-10-31,"MLK was absolutely a Zionist - no doubt about it, but he would also equally be concerned about the humanitarian crisis and human rights of Palestinians","zionist","scraped_tweets_zionist_87691.json","MLK was absolutely a <mask> - no doubt about it, but he would also equally be concerned about the humanitarian crisis and human rights of Palestinians",-5.82805652447478,-12.9463221044164,-8.03905565630486,-2.4488951225844,5.59016053372047
"716",716,716,780,1654,2023-10-31,"Zionists. Zionisim.

These are the kind of people Palestinians have been dealing with for decades. 
piersmorgan","zionist","scraped_tweets_zionist_87691.json","<mask>. Zionisim.

These are the kind of people Palestinians have been dealing with for decades. 
piersmorgan",-6.52887947230401,-7.13826686489782,-2.23100041678628,-3.14971807041363,-0.918717653627343
"717",717,717,781,1659,2023-10-31,"Those pushing to hoist a zionist flag on the Sydney town hall were rightly told to get fucked.","zionist","scraped_tweets_zionist_87691.json","Those pushing to hoist a <mask> flag on the Sydney town hall were rightly told to get fucked.",-6.70533438832695,-7.21551397783826,-2.30824752972672,-3.32617298643657,-1.01792545670984
"718",718,718,782,1660,2023-10-31,"maybe if Yemen was funded by one of the largest nations and sent billions of dollars they’d be higher up. But hey all the money in the world couldn’t stop the Zionists from being spineless cowards. When it comes to courage and physical strength they can’t even compete w Yemen","zionist","scraped_tweets_zionist_87691.json","maybe if Yemen was funded by one of the largest nations and sent billions of dollars they’d be higher up. But hey all the money in the world couldn’t stop the <mask> from being spineless cowards. When it comes to courage and physical strength they can’t even compete w Yemen",-8.5908554566698,-5.4443636756947,-0.537097227583163,-5.21169405477942,-4.67459682719625
"719",719,719,783,1661,2023-10-31,"got accused of being anti semitic today by a zionist in my building’s whatsapp group. all i did was share a mutual aid link for grieving palestinian students & talk about my family members who died. i even condemned anti semitism in my message. you can’t win w/ these ppl.","zionist","scraped_tweets_zionist_87691.json","got accused of being anti semitic today by a <mask> in my building’s whatsapp group. all i did was share a mutual aid link for grieving palestinian students & talk about my family members who died. i even condemned anti semitism in my message. you can’t win w/ these ppl.",-6.63993404981764,-12.001165251391,-7.09389880327946,-3.26077264792726,3.83312615535221
"720",720,720,784,1666,2023-10-31,"All Arab zionists ass kissers will tell you that their ‘country’ is the most country that helped Palestine and Palestinians.. this is how you know they are all lying","zionist","scraped_tweets_zionist_87691.json","All Arab <mask> ass kissers will tell you that their ‘country’ is the most country that helped Palestine and Palestinians.. this is how you know they are all lying",-6.52943506634052,-4.06124483558051,0.846021612531027,-3.15027366445014,-3.99629527698116
"721",721,721,785,1667,2023-10-31,"Watch the video: The immoral Zionists take over the house of an old Palestinian woman with all insolence. They enter the house with their bags and she screams, “Get out.”","zionist","scraped_tweets_zionist_87691.json","Watch the video: The immoral <mask> take over the house of an old Palestinian woman with all insolence. They enter the house with their bags and she screams, “Get out.”",-4.3526952806869,-2.68295574641884,2.2243107016927,-0.973533878796516,-3.19784458048921
"722",722,722,786,1668,2023-10-31,"The flocking to the dajjal makes sense when we saw one of the most educated Muslim populations in the world fall for a well-known Zionist. But unlike the dajjal, Biden didn't even need to perform spectacular miracles, a hadith was enough.","zionist","scraped_tweets_zionist_87691.json","The flocking to the dajjal makes sense when we saw one of the most educated Muslim populations in the world fall for a well-known <mask>. But unlike the dajjal, Biden didn't even need to perform spectacular miracles, a hadith was enough.",-8.04324842886555,-10.0731674678956,-5.16590101978406,-4.66408702697517,0.501813992808897
"723",723,723,787,1669,2023-10-31,"Intense armed clashes are taking place between resistance fighters and zionist soldiers in Karama, northern #Gaza","zionist","scraped_tweets_zionist_87691.json","Intense armed clashes are taking place between resistance fighters and <mask> soldiers in Karama, northern #Gaza",-7.98007619962464,-3.94225225959451,0.965014188517027,-4.60091479773426,-5.56592898625128
"724",724,724,788,1672,2023-10-31,"The last few days I ugly cried after seeing footage of mangled babies. It won’t change anything, but exposing this barbarity is moving the hearts of the world. There’s a very real silent majority and no one in CON INC nor their Zionist shills are going to put a lid back on that","zionist","scraped_tweets_zionist_87691.json","The last few days I ugly cried after seeing footage of mangled babies. It won’t change anything, but exposing this barbarity is moving the hearts of the world. There’s a very real silent majority and no one in CON INC nor their <mask> shills are going to put a lid back on that",-8.16633985714661,-9.92197508376589,-5.01470863565435,-4.78717845525623,0.227530180398126
"725",725,725,789,1675,2023-10-31,"Everyone with power is backing the cannibalistic zionist state; they don't need to make up stuff to justify their crimes. Yet, they're a bunch of pathological liars who need every single person to be on their side to feel validated because that's how blood thirsty scums operate.","zionist","scraped_tweets_zionist_87691.json","Everyone with power is backing the cannibalistic <mask> state; they don't need to make up stuff to justify their crimes. Yet, they're a bunch of pathological liars who need every single person to be on their side to feel validated because that's how blood thirsty scums operate.",-6.94454497887353,-8.55140207424757,-3.64413562613603,-3.56538357698315,0.0787520491528859
"726",726,726,790,1677,2023-10-31,"You can’t win w zionists & their liberal apologists. A neighbor accused me of being anti-Semitic for attending Saturday’s BK protest where we chanted “from the river to the sea.” It’s not about safety, it’s about weaponizing pain to justify occupation & genocide you benefit from.","zionist","scraped_tweets_zionist_87691.json","You can’t win w <mask> & their liberal apologists. A neighbor accused me of being anti-Semitic for attending Saturday’s BK protest where we chanted “from the river to the sea.” It’s not about safety, it’s about weaponizing pain to justify occupation & genocide you benefit from.",-4.87313527431657,-4.10878184106097,0.798484607050567,-1.49397387242619,-2.29245847947675
"727",727,727,791,1678,2023-10-31,"The victory of Ansarullah over Western imperialism and its Saudi proxy has strengthened its fighting capacity so that now it can converge with the regional resistance in ending the impunity exercised by imperialism's Zionist proxy. The imperialist war against Yemen backfired.","zionist","scraped_tweets_zionist_87691.json","The victory of Ansarullah over Western imperialism and its Saudi proxy has strengthened its fighting capacity so that now it can converge with the regional resistance in ending the impunity exercised by imperialism's <mask> proxy. The imperialist war against Yemen backfired.",-8.06430530946747,-7.01364952445115,-2.10638307633961,-4.68514390757709,-2.57876083123747
"728",728,728,792,1683,2023-10-31,"Shameful how the Zionists use the Holocaust to justify their genocide in Gaza. It is an insult to those murdered by the Nazis,to use one crime against humanity,to justify another.","zionist","scraped_tweets_zionist_87691.json","Shameful how the <mask> use the Holocaust to justify their genocide in Gaza. It is an insult to those murdered by the Nazis,to use one crime against humanity,to justify another.",-3.56879293008236,-3.18621139428531,1.72105505382623,-0.189631528191976,-1.9106865820182
"729",729,729,793,1684,2023-10-31,"As a supporter of murderous Zionists you are no different than the Rethuglicans or the DemonRats!","zionist","scraped_tweets_zionist_87691.json","As a supporter of murderous <mask> you are no different than the Rethuglicans or the DemonRats!",-7.70027071750318,-8.87359124482535,-3.96632479671381,-4.3211093156128,-0.354784518898983
"730",730,730,794,1686,2023-10-31,"Hamas did not behead children. The Zionists are occupiers of Palestinian land and killers of children","zionist","scraped_tweets_zionist_87691.json","Hamas did not behead children. The <mask> are occupiers of Palestinian land and killers of children",-5.53896855107088,-2.4331328920017,2.47413355610984,-2.1598071491805,-4.63394070529033
"731",731,731,795,1687,2023-10-31,"It is clear that not only Palestine is under Zionist occupation but also the United States. What is this","zionist","scraped_tweets_zionist_87691.json","It is clear that not only Palestine is under <mask> occupation but also the United States. What is this",-7.02523345826642,-0.206335295543171,4.70093115256837,-3.64607205637604,-8.3470032089444
"732",732,732,796,1690,2023-10-31,"Bookmark this for when people will start tweeting about how the Houthis aren’t antisemitic, just “anti-zionist”","zionist","scraped_tweets_zionist_87691.json","Bookmark this for when people will start tweeting about how the Houthis aren’t antisemitic, just “anti-<mask>”",-3.98727418535317,-6.24411202305551,-1.33684557494397,-0.608112783462786,0.728732791481187
"733",733,733,797,1692,2023-10-31,"The Zionists can be seen as psychopathic ghouls when they take such unmitigated delight in slaughtering thousands of children and young people . They have obviously been given permission to be able to indulge in this genocide with impunity. BY WHOM , we might ask.","zionist","scraped_tweets_zionist_87691.json","The <mask> can be seen as psychopathic ghouls when they take such unmitigated delight in slaughtering thousands of children and young people . They have obviously been given permission to be able to indulge in this genocide with impunity. BY WHOM , we might ask.",-6.26248998283522,-3.64146486347477,1.26580158463677,-2.88332858094484,-4.1491301655816
"734",734,734,798,1693,2023-10-31,"Chuck Pierce is a Zionist. It's all Israel all the time. 

I'm very disappointed to see Jeremiah Johnson on this call. He was one of the very few prophets who apologized after the 2020 election. He lost 90% of his financial support & received death threats.","zionist","scraped_tweets_zionist_87691.json","Chuck Pierce is a <mask>. It's all Israel all the time. 

I'm very disappointed to see Jeremiah Johnson on this call. He was one of the very few prophets who apologized after the 2020 election. He lost 90% of his financial support & received death threats.",-4.29148983950537,-11.0315011806341,-6.12423473252256,-0.912328437614986,5.21190629490758
"735",735,735,800,1699,2023-10-31,"Zionist Karens throwing another temper tantrum and calling this “a literal Holocaust” in 3, 2, 1…","zionist","scraped_tweets_zionist_87691.json","<mask> Karens throwing another temper tantrum and calling this “a literal Holocaust” in 3, 2, 1…",-9.65534897677124,-10.2530158447783,-5.34574939666676,-6.27618757488086,-0.930438178214093
"736",736,736,801,1700,2023-10-31,"Second Latin country to take a strong diplomatic action against the zionist entity is Chille

History will never forget those who didnt stay silent in the face of this","zionist","scraped_tweets_zionist_87691.json","Second Latin country to take a strong diplomatic action against the <mask> entity is Chille

History will never forget those who didnt stay silent in the face of this",-7.01831749540349,-3.6833644071265,1.22390204098504,-3.63915609351311,-4.86305813449814
"737",737,737,802,1701,2023-10-31,"My friends address was just doxxed putting not only himself in danger of reprisals from crazed & deranged Zionists & their co Religionists but his entire family. This is not Ok,Anti-American & totally unacceptable","zionist","scraped_tweets_zionist_87691.json","My friends address was just doxxed putting not only himself in danger of reprisals from crazed & deranged <mask> & their co Religionists but his entire family. This is not Ok,Anti-American & totally unacceptable",-7.53746072431083,-8.86359645954107,-3.95633001142953,-4.15829932242045,-0.201969310990914
"738",738,738,803,1703,2023-10-31,"They were expelled from their homes in Palestine in 1948 by armed Zionist militants. Israel then invaded and occupied their new home in 1967, imposed a siege in 2005, trapping them and depriving them of basic resources, and has since bombarded Gaza in 6 major assaults.","zionist","scraped_tweets_zionist_87691.json","They were expelled from their homes in Palestine in 1948 by armed <mask> militants. Israel then invaded and occupied their new home in 1967, imposed a siege in 2005, trapping them and depriving them of basic resources, and has since bombarded Gaza in 6 major assaults.",-3.49520502791386,-0.623265196521244,4.28400125159029,-0.116043626023476,-4.40004487761377
"739",739,739,804,1708,2023-10-31,"Zionist genocide apologist clowns think we block them because we fear them. Lmao. If that makes them feel better about their sorry selves. Cope.","zionist","scraped_tweets_zionist_87691.json","<mask> genocide apologist clowns think we block them because we fear them. Lmao. If that makes them feel better about their sorry selves. Cope.",-7.09289752452728,-7.14152033711019,-2.23425388899865,-3.7137361226369,-1.47948223363824
"740",740,740,805,1709,2023-10-31,"""We condemn the ongoing barbarism and savagery of Zionist European settlers in the West Bank against indigenous Palestinians""

What Penny will never say.","zionist","scraped_tweets_zionist_87691.json","""We condemn the ongoing barbarism and savagery of <mask> European settlers in the West Bank against indigenous Palestinians""

What Penny will never say.",-4.27320054049782,-3.74110090658037,1.16616554153117,-0.894039138607436,-2.0602046801386
"741",741,741,806,1710,2023-10-31,"Too late… damage is done and you can NEVER take away that tweet…. Cheering on a war criminal Zionist to massacre people is disgusting…. Peterson must live with the guilt of what he wished for….","zionist","scraped_tweets_zionist_87691.json","Too late… damage is done and you can NEVER take away that tweet…. Cheering on a war criminal <mask> to massacre people is disgusting…. Peterson must live with the guilt of what he wished for….",-9.5774980479512,-12.8916194204932,-7.98435297238166,-6.19833664606082,1.78601632632085
"742",742,742,808,1720,2023-11-01,"In fact he never said that. You are doing a very Zionist thing right now, which is to ask other questions to deter from the initial point. 

""Israel is unable to kill just these, (so it kills innocent people too).""   

Is that statement true of false. 

Some people say Hamas is a…","zionist","scraped_tweets_zionist_76091.json","In fact he never said that. You are doing a very <mask> thing right now, which is to ask other questions to deter from the initial point. 

""Israel is unable to kill just these, (so it kills innocent people too).""   

Is that statement true of false. 

Some people say Hamas is a…",-9.96160191432485,-10.8952589094001,-5.98799246128856,-6.58244051243447,-0.594448051145903
"743",743,743,809,1722,2023-11-01,"that’s actually a good idea and zionists can literally not complain about it cause its literally the same thing that they‘re doing","zionist","scraped_tweets_zionist_76091.json","that’s actually a good idea and <mask> can literally not complain about it cause its literally the same thing that they‘re doing",-10.0886175049971,-12.8599403410936,-7.95267389298206,-6.70945610310672,1.24321778987535
"744",744,744,810,1723,2023-11-01,"By who? The zionists that killed them in the haifa controversy and made them part of a fascist ideology? Yeah we know.","zionist","scraped_tweets_zionist_76091.json","By who? The <mask> that killed them in the haifa controversy and made them part of a fascist ideology? Yeah we know.",-4.32309394328766,-5.82246165102693,-0.915195202915393,-0.943932541397276,-0.028737338481883
"745",745,745,811,1724,2023-11-01,"Netanyahu literally declared they are God's chosen people 

the Zionists think they are better than everyone else","zionist","scraped_tweets_zionist_76091.json","Netanyahu literally declared they are God's chosen people 

the <mask> think they are better than everyone else",-3.04006233355555,-2.01170196340027,2.89556448471127,0.339099068334834,-2.55646541637643
"746",746,746,812,1726,2023-11-01,"One of the first things Zionists did when laying the ground work for Israel was infiltrating Palestine's Muslim-Christian Associations and turning them against each other","zionist","scraped_tweets_zionist_76091.json","One of the first things <mask> did when laying the ground work for Israel was infiltrating Palestine's Muslim-Christian Associations and turning them against each other",-7.32542581514849,-7.04918469649972,-2.14191824838818,-3.94626441325811,-1.80434616486992
"747",747,747,813,1734,2023-11-01,"Zionists hiding behind accusations of antisemitism is similar to white colonizers in Africa crying about white genocide. 

In their twister logic, they are the victims of terrorism, and they don't want to see it for what it really is: resistance.","zionist","scraped_tweets_zionist_76091.json","<mask> hiding behind accusations of antisemitism is similar to white colonizers in Africa crying about white genocide. 

In their twister logic, they are the victims of terrorism, and they don't want to see it for what it really is: resistance.",-4.14759438290715,-4.53860095271096,0.368665495400577,-0.768432981016766,-1.13709847641734
"748",748,748,815,1736,2023-11-01,"All religions that have been imperial, from Hinduism to Islam, to Christianism and even Zionist judaism. all of them are being tested…","zionist","scraped_tweets_zionist_76091.json","All religions that have been imperial, from Hinduism to Islam, to Christianism and even <mask> judaism. all of them are being tested…",-7.27296095226551,-9.7717344906517,-4.86446804254016,-3.89379955037513,0.970668492165036
"749",749,749,817,1739,2023-11-01,"American zionist agenda appears to be uncovering dimes with good politics - perhaps we have more in common than I’d believed","zionist","scraped_tweets_zionist_76091.json","American <mask> agenda appears to be uncovering dimes with good politics - perhaps we have more in common than I’d believed",-6.26167769232555,-9.04610525498741,-4.13883880687587,-2.88251629043517,1.25632251644071
"750",750,750,818,1740,2023-11-01,"Where did I deny the holocaust? You're so eager to play te victim. And by YOU, I mean zionist. Just to cut your little victim act off from the jump. And btw, THIS is how Israel treats Holocaust survivors","zionist","scraped_tweets_zionist_76091.json","Where did I deny the holocaust? You're so eager to play te victim. And by YOU, I mean <mask>. Just to cut your little victim act off from the jump. And btw, THIS is how Israel treats Holocaust survivors",-5.99823608744885,-7.78756741376387,-2.88030096565233,-2.61907468555847,0.261226280093867
"751",751,751,819,1741,2023-11-01,"If you ever say that to a zionist, their counter response will be, ""Hamas is using them as human shields,"" as somehow that's a justification for attacking civilians.","zionist","scraped_tweets_zionist_76091.json","If you ever say that to a <mask>, their counter response will be, ""Hamas is using them as human shields,"" as somehow that's a justification for attacking civilians.",-2.75147135185308,-4.6824608839648,0.224805564146737,0.627690050037304,0.402884485890567
"752",752,752,820,1745,2023-11-01,"If you want to be a real ""Anti-Communist"" you can just become a Zionist & worship the Antichrist.","zionist","scraped_tweets_zionist_76091.json","If you want to be a real ""Anti-Communist"" you can just become a <mask> & worship the Antichrist.",-1.75262361834974,-11.171489837078,-6.26422338896646,1.62653778354064,7.89076117250711
"753",753,753,821,1747,2023-11-01,"Translation:

""These are the empty words of an inveterate liar and an assassin who works secretly with the Zionists... 
This criminal dictator has long surfed on the Palestinian cause (just like the Somali cause) to make political capital with the Djiboutians!""","zionist","scraped_tweets_zionist_76091.json","Translation:

""These are the empty words of an inveterate liar and an assassin who works secretly with the <mask>... 
This criminal dictator has long surfed on the Palestinian cause (just like the Somali cause) to make political capital with the Djiboutians!""",-6.68983911909156,-3.5226540476281,1.38461240048344,-3.31067771720118,-4.69529011768461
"754",754,754,822,1751,2023-11-01,"There's no time for such a solution anymore. The Zionist entity chose war and is having it. The only solution in Palestinian victory.","zionist","scraped_tweets_zionist_76091.json","There's no time for such a solution anymore. The <mask> entity chose war and is having it. The only solution in Palestinian victory.",-5.96174479157077,-3.00136006583329,1.90590638227825,-2.58258338968039,-4.48848977195863
"755",755,755,823,1752,2023-11-01,"I need her ig so badly. But we can't have it all bc of this stupid racist zionist","zionist","scraped_tweets_zionist_76091.json","I need her ig so badly. But we can't have it all bc of this stupid racist <mask>",-9.47466491306098,-12.8071289692151,-7.89986252110356,-6.0955035111706,1.80435900993297
"756",756,756,824,1757,2023-11-01,"Since October 7th, 2023, Israel has killed at least 150 children every day in Gaza.

It is you who refuse the ceasefire, you who provide weapons to Israel to massacre the Palestinians, and you who are accomplices of the Zionists’ genocide against the Palestinians!","zionist","scraped_tweets_zionist_76091.json","Since October 7th, 2023, Israel has killed at least 150 children every day in Gaza.

It is you who refuse the ceasefire, you who provide weapons to Israel to massacre the Palestinians, and you who are accomplices of the <mask>’ genocide against the Palestinians!",-4.80376389493277,-1.63081137623172,3.27645507187982,-1.42460249304239,-4.7010575649222
"757",757,757,825,1762,2023-11-01,"Zionist are going after the squad to push them out of office. After they abandoned the activist left, I don't think they will get much support this time.","zionist","scraped_tweets_zionist_76091.json","<mask> are going after the squad to push them out of office. After they abandoned the activist left, I don't think they will get much support this time.",-13.6592771481334,-9.92108770139805,-5.01382125328651,-10.280115746243,-5.2662944929565
"758",758,758,826,1766,2023-11-01,"You see what you idiot Zionist bitches opened the door for??","zionist","scraped_tweets_zionist_76091.json","You see what you idiot <mask> bitches opened the door for??",-6.89864152165487,-8.59347160440104,-3.6862051562895,-3.51948011976449,0.166725036525017
"759",759,759,827,1769,2023-11-01,"i feel like at some point, zionists that aren't isreali or ppl who are supported by isreal are gonna be targeted too and they just don't know it bc they're too blinded by their mindsets","zionist","scraped_tweets_zionist_76091.json","i feel like at some point, <mask> that aren't isreali or ppl who are supported by isreal are gonna be targeted too and they just don't know it bc they're too blinded by their mindsets",-7.89971728254097,-10.7898725891954,-5.88260614108386,-4.52055588065059,1.36205026043328
"760",760,760,828,1770,2023-11-01,"fuck israel. fuck you zionists. fuck everyone that doesn’t believe what is happening in Gaza is an atrocity.","zionist","scraped_tweets_zionist_76091.json","fuck israel. fuck you <mask>. fuck everyone that doesn’t believe what is happening in Gaza is an atrocity.",-2.83550845239805,-5.18231043021598,-0.275043982104443,0.543652949492334,0.818696931596777
"761",761,761,829,1775,2023-11-01,"Campaigners cancelled the venue of a fundraiser for Zionist Labour MPs. The Muslim venue owner agreed that these politicians' money wasn't worth ruining his reputation for! Let's show these politicians: we will not forgive we will not forget! See what happens when organised #gaza","zionist","scraped_tweets_zionist_76091.json","Campaigners cancelled the venue of a fundraiser for <mask> Labour MPs. The Muslim venue owner agreed that these politicians' money wasn't worth ruining his reputation for! Let's show these politicians: we will not forgive we will not forget! See what happens when organised #gaza",-3.66013345591448,-4.05189113725323,0.855375310858308,-0.280972054024096,-1.1363473648824
"762",762,762,830,1777,2023-11-01,"Oops!

Corruption comes back 
to bite 
Zionist Starmer 
on his fat arse.

All good.","zionist","scraped_tweets_zionist_76091.json","Oops!

Corruption comes back 
to bite 
<mask> Starmer 
on his fat arse.

All good.",-14.1876685687813,-14.7682186694464,-9.86095222133486,-10.8085071668909,-0.947554945556053
"763",763,763,831,1780,2023-11-01,"Anyone who claims this started on Oct 7th is either an idiot or has a deliberate agenda to ignore decades of the Zionist states subjegation of native Palestinian people.","zionist","scraped_tweets_zionist_76091.json","Anyone who claims this started on Oct 7th is either an idiot or has a deliberate agenda to ignore decades of the <mask> states subjegation of native Palestinian people.",-3.44767971509911,-2.38176345745222,2.52550299065932,-0.0685183132087261,-2.59402130386804
"764",764,764,832,1781,2023-11-01,"Also hamas : A resistance moved
Exist : 1987 to fight Zionist occupation since 1948
Members : 85% orphans due to martyred parents in decades of Israel Genocide
Aged : average young adults Palestinian

So why do you think Israel bombed kids n womans?

>To avoid another hamas gen.","zionist","scraped_tweets_zionist_76091.json","Also hamas : A resistance moved
Exist : 1987 to fight <mask> occupation since 1948
Members : 85% orphans due to martyred parents in decades of Israel Genocide
Aged : average young adults Palestinian

So why do you think Israel bombed kids n womans?

>To avoid another hamas gen.",-5.38229416452778,-0.561280947796849,4.34598550031469,-2.0031327626374,-6.34911826295208
"765",765,765,833,1783,2023-11-01,"Quote “ I don’t know how Israel can eradicate hamas other than the way their doing it” PM the Zionist lover thinks killing children is ok- horrible vile man","zionist","scraped_tweets_zionist_76091.json","Quote “ I don’t know how Israel can eradicate hamas other than the way their doing it” PM the <mask> lover thinks killing children is ok- horrible vile man",-2.11389112116878,-5.38182853700478,-0.474562088893243,1.2652702807216,1.73983236961485
"766",766,766,834,1784,2023-11-01,"Notice all the justifications Zionist pigs are giving for mass slaughter of civilians are nothing but a crude rehash of  arguments Liberal politicians/pundits employed to justify US wars of aggression targeting Muslims for 20 years “War on Terror”.","zionist","scraped_tweets_zionist_76091.json","Notice all the justifications <mask> pigs are giving for mass slaughter of civilians are nothing but a crude rehash of  arguments Liberal politicians/pundits employed to justify US wars of aggression targeting Muslims for 20 years “War on Terror”.",-10.4170116720324,-7.73780750070301,-2.83054105259147,-7.03785027014202,-4.20730921755054
"767",767,767,835,1785,2023-11-01,"the two girls who tore down the zionist propaganda posters in NYC, I hope they’re having a lovely day so far :)","zionist","scraped_tweets_zionist_76091.json","the two girls who tore down the <mask> propaganda posters in NYC, I hope they’re having a lovely day so far :)",-6.48266765549899,-5.2603737359235,-0.353107287811963,-3.10350625360861,-2.75039896579664
"768",768,768,836,1786,2023-11-01,"That's because Netanyahu is their leader.  They have all revealed themselves as Zionists.

I'm surprised Rand Paul didn't vote for it.","zionist","scraped_tweets_zionist_76091.json","That's because Netanyahu is their leader.  They have all revealed themselves as <mask>.

I'm surprised Rand Paul didn't vote for it.",-7.82813627483572,-6.52748511079485,-1.62021866268331,-4.44897487294534,-2.82875621026202
"769",769,769,837,1787,2023-11-01,"I’m really tired of American Zionists 
amyschumer
 and co and the american government acting like we’re stupid and can’t see what’s in our faces","zionist","scraped_tweets_zionist_76091.json","I’m really tired of American <mask> 
amyschumer
 and co and the american government acting like we’re stupid and can’t see what’s in our faces",-8.64773572026447,-12.3070733301055,-7.39980688199396,-5.26857431837409,2.13123256361988
"770",770,770,838,1792,2023-11-02,"Yes. Do not fear the truth. Be proud of it. The more we fight back the more of these Zionist threats become useless

This goes for even countries and their leaders. We need you to speak up. We need you to take strong actions against Israel and their allies

Together we are strong","zionist","scraped_tweets_zionist_76091.json","Yes. Do not fear the truth. Be proud of it. The more we fight back the more of these <mask> threats become useless

This goes for even countries and their leaders. We need you to speak up. We need you to take strong actions against Israel and their allies

Together we are strong",-7.66732609926183,-3.85778273273253,1.04948371537901,-4.28816469737145,-5.33764841275045
"771",771,771,839,1799,2023-11-02,"The USA empire has also been responsible for the genocide, dispossession, and expulsion of Semitic Palestinians from their lands.  Take the mask off!  Billions of dollars from USA tax payers money are funneled to the Zionist state each year.

The slogan of ""freedom"" and…","zionist","scraped_tweets_zionist_76091.json","The USA empire has also been responsible for the genocide, dispossession, and expulsion of Semitic Palestinians from their lands.  Take the mask off!  Billions of dollars from USA tax payers money are funneled to the <mask> state each year.

The slogan of ""freedom"" and…",-2.81623333568315,-1.75565532187864,3.1516111262329,0.562928066207234,-2.58868306002566
"772",772,772,840,1802,2023-11-02,"#Zionist's were behind the #Armenian #Genocide in 1915-1923.
(Pictured - Young Christian girls crucified alive in Malatia, as a mockery of #Christ)

1.2 million #Christian Armenians were sent on death marches to the Syrian Desert in 1915 and 1916. Driven forward by paramilitary…","zionist","scraped_tweets_zionist_76091.json","#<mask>'s were behind the #Armenian #Genocide in 1915-1923.
(Pictured - Young Christian girls crucified alive in Malatia, as a mockery of #Christ)

1.2 million #Christian Armenians were sent on death marches to the Syrian Desert in 1915 and 1916. Driven forward by paramilitary…",-4.95068437730865,-5.48784797331751,-0.580581525205973,-1.57152297541827,-0.990941450212294
"773",773,773,841,1805,2023-11-02,"zionists are cowards and ghouls. monstrosity given human form. nazis. may they reap poison in every form of existence","zionist","scraped_tweets_zionist_76091.json","<mask> are cowards and ghouls. monstrosity given human form. nazis. may they reap poison in every form of existence",-5.87290997206263,-8.20677361920717,-3.29950717109563,-2.49374857017225,0.805758600923386
"774",774,774,842,1808,2023-11-02,"The Sholem-Aleichem Cultural Center in the Bronx was vandalized with ""Free Palestine"" graffiti. A Yiddish language cultural center, it's not a Zionist-related institution by a longshot.","zionist","scraped_tweets_zionist_76091.json","The Sholem-Aleichem Cultural Center in the Bronx was vandalized with ""Free Palestine"" graffiti. A Yiddish language cultural center, it's not a <mask>-related institution by a longshot.",-8.78446486897053,-11.4788920644541,-6.57162561634256,-5.40530346708015,1.16632214926242
"775",775,775,843,1810,2023-11-02,"*doesn't support any of what's going on*
*likes the cabbage patch faced zionist schumer's post*","zionist","scraped_tweets_zionist_76091.json","*doesn't support any of what's going on*
*likes the cabbage patch faced <mask> schumer's post*",-8.8168181875261,-12.5764570375097,-7.66919058939816,-5.43765678563572,2.23153380376245
"776",776,776,844,1812,2023-11-02,"also calling someone out for handing a situation badly is not homophobia let’s start there like the problem is not that he’s gay… and also this man is a zionist so ima keep calling him annoying and immature","zionist","scraped_tweets_zionist_76091.json","also calling someone out for handing a situation badly is not homophobia let’s start there like the problem is not that he’s gay… and also this man is a <mask> so ima keep calling him annoying and immature",-9.5022636571968,-14.8083062179392,-9.90103976982766,-6.12310225530642,3.77793751452125
"777",777,777,845,1816,2023-11-02,"He’s toast - as most of the anti zionist SCG racists will be very soon - suspensions and deselection parties  ahead","zionist","scraped_tweets_zionist_76091.json","He’s toast - as most of the anti <mask> SCG racists will be very soon - suspensions and deselection parties  ahead",-7.00658288584271,-8.40468948443295,-3.49742303632141,-3.62742148395233,-0.129998447630913
